date,code,rank,brand,product,price,star,review,period_ym
20260329,94216780701,62,뉴트리정,"뉴트리정 가득채운 비오틴 검정콩 맥주효모 52200 대용량, 1개, 180정",19900,5.0,2237,202603
20260329,75189722199,63,센트룸,"센트룸 정품 멀티 구미 비타민, 80정, 1개",20370,5.0,44406,202603
20260329,94424807425,64,락토핏,"락토핏 생유산균 코어맥스 60p, 120g, 3개",34000,5.0,1595,202603
20260329,93687882704,65,99바이탈,"99바이탈 활력 비타민B 컴플렉스, 1개, 360정",9900,5.0,2100,202603
20260329,4743694802,66,엘레나,"엘레나 정품 유산균, 60정, 1개",44290,5.0,21061,202603
20260329,91289641849,67,익스트림,"익스트림 듀얼 아르기닌 플러스 120g, 120정, 1개",14500,5.0,15198,202603
20260329,90143051078,68,아이클리어,"아이클리어 루테인 지아잔틴 아스타잔틴, 30정, 3개",29720,5.0,9597,202603
20260329,91185045151,69,센트룸,"센트룸 실버 우먼 50+ 멀티비타민 275타블렛, 1개, 275정",25470,5.0,5390,202603
20260329,92551082068,70,쏜리서치,"쏜리서치 칼슘-마그네슘 말레이트 소프트젤 캡슐, 240정, 1개",44850,5.0,20997,202603
20260329,91547815465,71,잠백이,"잠백이 저스트 크레아틴, 300g, 1개",13900,5.0,1097,202603
20260329,3447807470,72,뉴트리디데이,"뉴트리디데이 프리미엄 칼슘 마그네슘 아연 비타민D, 90정, 1개",10900,5.0,64834,202603
20260329,3966321019,73,종근당,"종근당 철분 엽산 비타민D 플러스, 60정, 1개",10110,5.0,20398,202603
20260329,90111659180,74,고려은단,"고려은단 식물성 퓨어 알티지 오메가3 기억력+, 60정, 1개",16400,5.0,22890,202603
20260329,91647703405,75,종근당,"종근당 20100 루테인 지아잔틴 아스타잔틴 플러스 영양제, 60정, 1개",24140,4.5,1476,202603
20260329,80360742496,76,나우푸드,"나우푸드 마그네슘 글리시네이트 타블렛, 180정, 2개",42580,5.0,10273,202603
20260329,93137263164,77,뉴트리정,"뉴트리정 가득채운 프리미엄 글루타치온 57000 콜라겐 식약처 인증, 1개, 120정",13900,5.0,3509,202603
20260329,86495161309,78,박카스,"박카스 동아제약 에프 액, 120ml, 50개",35040,5.0,100513,202603
20260329,82914630148,79,셀렉스,"셀렉스 프로틴 오리지널, 190ml, 24개",25970,5.0,47014,202603
20260329,93280096694,80,센트휴,"센트휴 소연골 콘드로이친 1200 MBP, 5개, 60정",28900,5.0,4862,202603
20260329,93687894712,81,99바이탈,"99바이탈 비타민D3 5000IU, 1개, 300정",9900,5.0,1735,202603
20260329,90406944571,82,태양의식후비법W차,"태양의식후비법W차 무라벨, 500ml, 24개",16750,5.0,4646,202603
20260329,92507522784,83,비에날씬,"비에날씬 BNR17 다이어트 유산균 슬림플러스, 28g, 1개",25190,4.5,2140,202603
