date,code,rank,brand,product,price,url,period_ym
20260426,A000000217101,1,아이힐,[04/26 하루특가]아이힐 비너스 질유산균,23900,https://www.oliveyoung.co.kr/store/goods/getGoodsDetail.do?goodsNo=A000000217101&dispCatNo=90000010009&trackingCd=Best_Sellingbest&t_page=랭킹&t_click=판매랭킹_건강식품_상품상세&t_number=1,202604
20260426,A000000183645,2,푸드올로지,[4월 올영픽/헬로키티콜라보] 콜레올로지 컷팅 젤리 단품/기획(+파우치 증정) 레몬/키위/석류,18400,https://www.oliveyoung.co.kr/store/goods/getGoodsDetail.do?goodsNo=A000000183645&dispCatNo=90000010009&trackingCd=Best_Sellingbest&t_page=랭킹&t_click=판매랭킹_건강식품_상품상세&t_number=2,202604
20260426,A000000175634,3,푸드올로지,[4월 올영픽/헬로키티콜라보] 콜레올로지 PRO 600mg*30/60정 단품/기획(+키링증정),17400,https://www.oliveyoung.co.kr/store/goods/getGoodsDetail.do?goodsNo=A000000175634&dispCatNo=90000010009&trackingCd=Best_Sellingbest&t_page=랭킹&t_click=판매랭킹_건강식품_상품상세&t_number=3,202604
20260426,A000000245078,4,리쥬란,[먹는 리쥬란 PDRN 젤리] 리쥬란 이너닷 DNA 글로우 젤리 14포 (14일분),19900,https://www.oliveyoung.co.kr/store/goods/getGoodsDetail.do?goodsNo=A000000245078&dispCatNo=90000010009&trackingCd=Best_Sellingbest&t_page=랭킹&t_click=판매랭킹_건강식품_상품상세&t_number=4,202604
20260426,A000000225938,5,고려은단,고려은단 비타민C1000 600정 (20개월분),42900,https://www.oliveyoung.co.kr/store/goods/getGoodsDetail.do?goodsNo=A000000225938&dispCatNo=90000010009&trackingCd=Best_Sellingbest&t_page=랭킹&t_click=판매랭킹_건강식품_상품상세&t_number=5,202604
20260426,A000000248462,6,바이탈뷰티,[4월 올영픽/리뉴얼] 바이탈뷰티 메타그린 슬림업 단품/리필/기획 (+5일 증정),25500,https://www.oliveyoung.co.kr/store/goods/getGoodsDetail.do?goodsNo=A000000248462&dispCatNo=90000010009&trackingCd=Best_Sellingbest&t_page=랭킹&t_click=판매랭킹_건강식품_상품상세&t_number=6,202604
20260426,A000000205496,7,프로뉴트리션,프로뉴트리션 듀얼플랜 다이어트 유산균 14포,35800,https://www.oliveyoung.co.kr/store/goods/getGoodsDetail.do?goodsNo=A000000205496&dispCatNo=90000010009&trackingCd=Best_Sellingbest&t_page=랭킹&t_click=판매랭킹_건강식품_상품상세&t_number=7,202604
20260426,A000000180121,8,생활약속,[4월 올영픽] 생활약속 기분전환 알파플러스 10포 (+1포 증정기획),13800,https://www.oliveyoung.co.kr/store/goods/getGoodsDetail.do?goodsNo=A000000180121&dispCatNo=90000010009&trackingCd=Best_Sellingbest&t_page=랭킹&t_click=판매랭킹_건강식품_상품상세&t_number=8,202604
20260426,A000000247861,9,씨제이웰케어,[골라담기] CJ웰케어 건강루틴 가격혁명 10종 택 1,6900,https://www.oliveyoung.co.kr/store/goods/getGoodsDetail.do?goodsNo=A000000247861&dispCatNo=90000010009&trackingCd=Best_Sellingbest&t_page=랭킹&t_click=판매랭킹_건강식품_상품상세&t_number=9,202604
20260426,A000000244929,10,지노마스터,지노마스터 질유산균 30캡슐 (+엽산 6일분 증정기획) (30일분) (OY단독),26900,https://www.oliveyoung.co.kr/store/goods/getGoodsDetail.do?goodsNo=A000000244929&dispCatNo=90000010009&trackingCd=Best_Sellingbest&t_page=랭킹&t_click=판매랭킹_건강식품_상품상세&t_number=10,202604
