date,code,rank,brand,product,price
20260329,B000000249860,1,오쏘몰,[임박특가] 오쏘몰 이뮨 멀티비타민&미네랄 30입 (30일분),57800
20260329,A000000229934,2,푸드올로지,[봉선Pick]콜레올로지 컷 다이어트 유산균 14/20캡슐 (7/10일분),18500
20260329,A000000225470,3,이너랩,[올영단독] 셀트리온 위고잇 30정 기획 (+5정 증정),17900
20260329,A000000247861,4,씨제이웰케어,[골라담기] CJ웰케어 건강루틴 가격혁명 10종 택 1,5900
20260329,A000000223554,5,멜라메이트,식물성 멜라토닌 함유 멜라메이트 구미/로우슈가 구미 20구미,7900
20260329,A000000175634,6,푸드올로지,콜레올로지 PRO 600mg*30정/60정 (15일/30일분),17400
20260329,A000000180121,7,생활약속,[4월 올영픽/단독기획]생활약속 기분전환 알파플러스 (본품10포+1포 추가 증정),16200
20260329,A000000183645,8,푸드올로지,[4월 올영픽/서현Pick] 콜레올로지 컷팅 젤리 10포 (+2포 증정기획) 레몬/키위/석류,18400
20260329,A000000218073,9,닥터아돌,[품절대란] 닥터아돌 카테킨 아세로라 바베이도스 체리C D 60정 / 히카바이오틱스 위디어트 21포,29100
20260329,A000000170108,10,푸드올로지,[서현PICK] 콜레올로지 버닝올로지 디데이 3.8g*5포 (5일분),15680
20260329,A000000244929,11,지노마스터,지노마스터 질유산균 30캡슐 단품/기획(+엽산 6일분 증정기획) (30일분) (OY단독),27400
20260329,A000000243670,12,칼로(Kalo),칼로 스탑 PLUS 15포+15포 더블기획 (1개월분)(OY단독),20500
20260329,A000000243785,13,칼로(Kalo),[올영단독] 칼로 컨트롤 PLUS 15포+15포 더블기획 (1개월분),20500
20260329,A000000236755,14,코자아,코자아 식물성 멜라토닌 함유 젤리/드링크 (단품/기획),32900
20260329,A000000236997,15,올더뮤,올더뮤 뮤신 딥글로우 자두맛 7포 (+2포 증정),18500
20260329,A000000205496,16,프로뉴트리션,프로뉴트리션 듀얼플랜 다이어트 유산균 14포,35800
20260329,A000000207974,17,오쏘몰,오쏘몰 이뮨 멀티비타민&미네랄 30입 (1개월분),115000
20260329,A000000246134,18,바이오렉트라,바이오렉트라 마그네슘 400 울트라 다이렉트,31500
20260329,A000000205755,19,락토핏,락토핏 슬림 30포/더블기획 (15일/30일분),23500
