date,code,rank,brand,product,price,star,review,period_ym
20260412,13096165920,76,LIFELOVER,글루콘산마그네슘 마그러버 미국산 고흡수율 긴장 완화 스트레스 변비 영양제 3박스,249000,4.9,125,202604
20260412,12683992303,77,패턴 스토어,쏜리서치 베이직 뉴트리언트 투퍼데이,94810,4.9,2853,202604
20260412,11382081892,78,더 파인 프리미엄,[본사직영몰] 신애라 PICK 더파인프리미엄 90캡슐 100% 솔잎증류농축액 혈당케어관리,308000,4.7,844,202604
20260412,11335082320,79,비타헬스,종근당 눈 루테인 지아잔틴 아스타잔틴 영양제 2개월분,35000,4.8,1085,202604
20260412,12850564767,80,인포벨홈쇼핑,강원도 약도라지 진액고 스틱 30포 국내산 100%강원도 도라지 즙 액기스,59900,4.7,83,202604
20260412,6333517167,81,쏘팔코사놀,바이오크로스 남진 쏘팔코사놀 레드 4개월분 옥타코사놀 쏘팔메토 골드,180000,4.8,12870,202604
20260412,11988004298,82,안국약품,안국약품 토비콤 루테인 지아잔틴 아스타잔틴 루지아,80000,4.8,4551,202604
20260412,5410453538,83,고려은단몰,"속편한 고려은단 비타민C 1000 중성비타민C 120정, 2개 (8개월분)",35900,4.9,64688,202604
20260412,12759478850,84,Soltice,솔티스 간 프로텍션 쉬잔세틴 개별인정원료,83700,4.7,633,202604
20260412,11673927106,85,ckstore,"인셀덤 ICD 라이프닝 딥톡스 딥톡플러스 차전자피 식이섬유 유산균 330g, 60포",81000,4.9,729,202604
20260412,13068265560,86,대상웰라이프 본사쇼핑몰,뉴케어 균형영양식 구수한맛 200ml 외 5종 (10팩+10팩),50000,4.9,1291,202604
20260412,741820195,87,The Real,더리얼 캐나다 알티지 rTG 오메가3 맥스 1400 초임계 2개월 EPA DHA,49900,4.8,99999,202604
20260412,9919690069,88,닥터린 공식스토어,[6개월] 닥터린 올인원 멀티비타민미네랄 맥스 종합비타민 영양제,107400,4.8,13732,202604
20260412,7524822409,89,제트큐브,종근당 프로메가 알티지오메가3 비타민D 6박스 6개월분,47800,4.8,10697,202604
20260412,12465198097,90,Soltice,솔티스 혈당S2 콜레스테롤 혈관 클리어 세트 혈행 식후 혈당 개선,36900,4.6,1415,202604
20260412,9579439356,91,순수를더하다,(최신제조) 독일PM쥬스 파워칵테일 리스토레이트 액티바이즈 피트라인 3종세트,120700,4.9,3749,202604
20260412,4762546038,92,피에이치365,피에이치365 키즈유산균 프로바이오틱스 어린이 유아 초등학생 아이 두돌,55000,4.9,32135,202604
20260412,11226089496,93,삶easy,라이신 비타민B 엘리신 L LYSINE 헤르푸,62000,4.8,1381,202604
20260412,12012049263,94,대웅제약 공식건강몰,에너씨슬 집중샷 오렌지맛 30개입 (10개입x3박스) 식물성카페인 아르기닌 스터디젤리,195000,4.9,1667,202604
20260412,5091364698,95,지엔엘,덴마크유산균이야기 2개월분 60캡슐 1박스 엘지지 공유 탁 LGG 유산균,17590,4.9,14459,202604
20260412,12705107393,96,고려은단몰,"고려은단 멀티비타민 올인원 60정 (4종 택1), 1개",22900,4.9,7229,202604
20260412,12085385840,97,JUNE.MARKET,오쏘몰 이뮨 멀티비타민 30일분 동아제약 국내배송 쇼핑백,113800,4.9,451,202604
20260412,5210164377,98,순수식품,100포+100포 6년근 홍삼정 진액 에브리데이 365 홍삼 스틱 순수식품,120000,4.8,9359,202604
20260412,9275093429,99,조선비책,흑진담 흑염소 진액 엑기스 염소즙 흙염소즙 명품 효능 자연방목 30포,1676000,4.9,13724,202604
20260412,12924637393,100,바이오가이아 공식몰,[국민유산균] 바이오가이아 프로텍티스 이지드롭 +비타민D,84000,4.9,423,202604
