date,code,rank,brand,product,price,star,review,period_ym
20260329,9669821031,1,고려은단몰,"고려은단 식물성 퓨어 알티지 오메가3 60캡슐, 3개 (6개월분)",53900,4.9,91831,202603
20260329,5220755158,2,고려은단몰,"고려은단 메가도스C 비타민C 3000mg X 100포 (300g), 1개",26900,4.9,95659,202603
20260329,7999337429,3,그레인온,그레인온 골드 카무트 효소,105000,4.9,87047,202603
20260329,12683992303,4,패턴 스토어,쏜리서치 베이직 뉴트리언트 투퍼데이,94180,4.9,2323,202603
20260329,4755872512,5,비에날몰,BNR17 비에날씬 다이어트 유산균 모유유래 체지방감소 3개월 캡슐,297000,4.8,85118,202603
20260329,5866524379,6,고려은단몰,"고려은단 메가도스C 비타민C 3000mg X 100포 (300g), 2개",53900,4.9,99999,202603
20260329,8950954958,7,덴프스,덴마크 유산균이야기,460000,4.9,99999,202603
20260329,5159725770,8,GNM 자연의품격,GNM 조정석 루테인 지아잔틴 아스타잔틴 3박스(총 3개월분),79900,4.9,44051,202603
20260329,12058710926,9,GNM 자연의품격,GNM 올리브오일 1000mg 30캡슐 5박스 / 유기농 엑스트라버진 올리브유,65000,4.9,11378,202603
20260329,232155349,10,GNM 자연의품격,GNM 조정석 건강한 간 밀크씨슬 5박스(총 5개월분) / 간건강 실리마린 비타민B,35900,4.8,99999,202603
20260329,11146379810,11,락티브,[6개월분] 락티브 식물성 멜라토닌 2mg 함유 멜라드림,90000,4.7,37016,202603
20260329,10829472054,12,Soltice,[슈퍼적립] 솔티스 눈 프로텍션 프로S3 3박스 눈 건강,59700,4.7,7220,202603
20260329,4506725608,13,샵인터내셔널,킹 프리미엄 프로바이오틱스 모유 생 유산균 500mg x 60캡슐 2개월분,37000,4.8,99999,202603
20260329,138663861,14,고려은단비타민C,고려은단 비타민C 1000 600정 X 1개 (20개월분),50000,4.9,99999,202603
20260329,7997787940,15,닥터린 공식스토어,[6개입] 닥터린 송중기 철갑상어 콘드로이친 1200 맥스 저분자 뮤코다당단백,234000,4.8,25054,202603
20260329,5684175077,16,동아제약,멀티비타민 오쏘몰 이뮨 비타민 30일분 1박스 + 1일분 + 쇼핑백,129000,4.9,78804,202603
20260329,7888865954,17,GNM 자연의품격,[종합비타민+밀크씨슬 +루테인+오메가3]GNM 올인원 뉴트리션 멀티비타민 1박스,70000,4.9,39233,202603
20260329,12168694379,18,식이해법연구소,고체 레몬즙 레모너리 2박스 120정,54500,4.7,1044,202603
20260329,4762660973,19,피에이치365,피에이치365 아기유산균 프로바이오틱스 베이비 돌 유아 아이,45000,4.9,99999,202603
20260329,741820195,20,The Real,더리얼 캐나다 알티지 rTG 오메가3 맥스 1400 초임계 2개월 EPA DHA,49900,4.8,99999,202603
20260329,11753835293,21,종근당건강,[+멤버십 10%적립] 종근당건강 락토핏 코어 360 기획세트(360일분),125000,4.9,37897,202603
20260329,12275880717,22,헬스네이처스토어,Granny Salad 그래니 샐러드,42900,4.7,2094,202603
