date,code,rank,brand,product,price,star,review
20260329,104515136,1,오뚜기, 오뚜기 맛있는 공깃밥 200 g ,1000,4.9,234
20260329,600000145,2,대웅제약, 대웅제약 rTG 오메가3 30캡슐 30일분 ,5000,4.8,2092
20260329,982725198,3,미니, 미니 초코룹스 쿠키 40 g ,1000,4.8,510
20260329,600000128,4,대웅제약, 대웅제약 마그네슘 30정 30일분 ,3000,4.8,1250
20260329,600000144,5,대웅제약, 대웅제약 코엔자임 Q10 30캡슐 30일분 ,5000,4.8,1719
20260329,600000131,6,대웅제약, 대웅제약 바나바잎 추출물 30정 (30일분) ,3000,4.8,1229
20260329,002901705,7,멜로, 멜로 빅 머쉬멜로우 100g ,1000,4.9,421
20260329,600000148,8,대웅제약, 대웅제약 칼슘 마그네슘 비타민D 60정 30일분 ,5000,4.8,961
20260329,610910677,9,동국제약, 동국제약 이너케어＆유산균 30캡슐 ,5000,4.8,632
20260329,600000135,10,대웅제약, 대웅제약 멀티비타민 미네랄 30정 30일분 ,5000,4.8,1068
20260329,985472642,11,안국약품, 안국약품 콜린 미오이노시톨 4000 10포 ,5000,4.8,349
20260329,600000126,12,대웅제약, 대웅제약 루테인 30정 30일분 ,3000,4.8,1288
20260329,972080008,13,코코넛칩, 코코넛칩 50 g ,1500,4.7,1167
20260329,928300326,14,일리, 일리 클래식 로스트 12개입 ,3000,4.8,589
20260329,600651654,15,유한양행, 유한양행 산뜻해질 생유산균 20캡슐 20일분 ,5000,,0
20260329,613602124,16,자연관, 자연관 이뮨멀티비타민미네랄 4병 ,5000,4.8,645
20260329,289600582,17,추억의, 추억의 어포 튀각 32 g ,1000,4.8,1010
20260329,104557041,18,오뚜기, 오뚜기 참깨라면 110 g ,1000,4.9,570
20260329,600000134,19,대웅제약, 대웅제약 밀크씨슬 30정 30일분 ,5000,4.8,1105
20260329,033801904,20,호올스, 호올스 XS 레몬민트 향 캔디 15 g ,1000,4.8,632
20260329,277534494,21,게리, 게리 치즈 크래커 72 g ,1000,4.8,695
20260329,190616329,22,코스모스, 코스모스 두부 과자 110g ,1000,4.7,1644
20260329,613602130,23,오브맘, 오브맘 비타민D＆아연 하루구미 30일분 ,5000,4.8,293
20260329,105200406,24,고구마, 고구마 츄 60 g ,2000,4.7,349
20260329,120420584,25,청우, 청우 쫀득 초코칩 커피 맛 90 g ,1500,4.7,1097
20260329,600000127,26,대웅제약, 대웅제약 비타민C 30정 30일분 ,5000,4.8,610
20260329,600000132,27,대웅제약, 대웅제약 비타민D 4000IU 30정 30일분 ,3000,4.8,768
20260329,613602085,28,닥터블릿, 닥터블릿 푸응 7days 팻버닝 21캡슐 ,5000,4.6,806
20260329,100308740,29,실카, 실카 초콜릿 위드 크리스피 36g ,500,4.8,550
20260329,947020042,30,쫀쫀이, 쫀쫀이 오징어 스틱 30 g ,2000,4.8,228
20260329,531910960,31,포테이토, 포테이토 크리스프 사워크림 75g ,1000,4.8,943
20260329,600132084,32,코피코, 코피코 캔디 100 g 커피 맛 ,1500,4.8,513
20260329,947020016,33,청해, 청해 오찡어 소면 30 g ,2000,4.7,561
20260329,106286189,34,롯데, 롯데 꼬깔콘 군옥수수맛 52 g ,1000,4.8,24
20260329,033801971,35,호올스, 호올스 XS 멘토립터스 멘톨 향 캔디 15 g ,1000,4.8,534
20260329,925667463,36,허쉬, 허쉬 초콜릿 칩 미니 쿠키 50 g ,1000,4.7,900
20260329,600000129,37,대웅제약, 대웅제약 비타민B 30정 30일분 ,3000,4.8,783
20260329,104502799,38,진라면, 진라면 스프 5g 10개입 매운맛 ,3000,4.9,313
20260329,982725043,39,허쉬, 허쉬 초코팝콘 50g ,1000,4.8,809
