date,code,rank,brand,product,price,star,review,url,period_ym
20260426,621089810,494,까먹는, 까먹는 젤리 100 g 복숭아 맛 ,2000,4.6,83,https://www.daisomall.co.kr/pd/pdr/SCR_PDR_0001?pdNo=621089810&recmYn=N,202604
20260426,289600282,495,통통, 통통 어포 매운맛 24g ,1000,4.8,61,https://www.daisomall.co.kr/pd/pdr/SCR_PDR_0001?pdNo=289600282&recmYn=N,202604
20260426,283672621,496,롯데, 롯데 허쉬 라지바 90 g 아몬드 ,3000,4.8,32,https://www.daisomall.co.kr/pd/pdr/SCR_PDR_0001?pdNo=283672621&recmYn=N,202604
20260426,109451261,497,조지아, 조지아 크래프트 저칼로리 라떼 470 ml ,2000,4.6,49,https://www.daisomall.co.kr/pd/pdr/SCR_PDR_0001?pdNo=109451261&recmYn=N,202604
20260426,980562470,498,별, 별 모양 머쉬멜로우 100 g ,2000,4.7,12,https://www.daisomall.co.kr/pd/pdr/SCR_PDR_0001?pdNo=980562470&recmYn=N,202604
20260426,926940934,499,초코픽셀, 초코픽셀 동물농장 100g ,5000,4.9,22,https://www.daisomall.co.kr/pd/pdr/SCR_PDR_0001?pdNo=926940934&recmYn=N,202604
20260426,926940041,500,안녕, 안녕 자두야 미니 벨 초콜릿 80 g ,2000,4.9,11,https://www.daisomall.co.kr/pd/pdr/SCR_PDR_0001?pdNo=926940041&recmYn=N,202604
20260426,600200563,501,광동, 광동 옥수수수염차 340ml ,1000,4.9,21,https://www.daisomall.co.kr/pd/pdr/SCR_PDR_0001?pdNo=600200563&recmYn=N,202604
20260426,126800550,502,동아, 동아 허브 캔디 90g ,1000,4.9,118,https://www.daisomall.co.kr/pd/pdr/SCR_PDR_0001?pdNo=126800550&recmYn=N,202604
20260426,109477210,503,미닛메이드, 미닛메이드 쿠우 포도 300 ml ,1000,4.7,34,https://www.daisomall.co.kr/pd/pdr/SCR_PDR_0001?pdNo=109477210&recmYn=N,202604
20260426,109461260,504,태양의, 태양의 식후비법 W차 500 ml ,1500,4.7,29,https://www.daisomall.co.kr/pd/pdr/SCR_PDR_0001?pdNo=109461260&recmYn=N,202604
